Código,   Universidad,  Rama,  Grado en,  Centro,	Nota general,  Mayor
25,  Mayor 40, Mayor 45
425509,GRANADA,SYJ,ADMINISTRACION Y DIRECCIÓN DE EMPRESAS,F. CIENC. ECONOM. Y EMPR.,8.772,5.000,5.750 -OPR NA,5.000,5.000
425513,GRANADA,SYJ,ADMINISTRACION Y DIRECCIÓN DE EMPRESAS,F. CC. SOCIALES (ME),5.000,5.000,5.000 -ONP NA,5.000,5.000
425606,GRANADA,SYJ,ADMON. Y DIREC. DE EMPRESA + DERECHO,F.C.ECON.Y EMPRES.-F.DER.,10.400,5.000,5.000 -ONP NA,5.000,5.000
425610,GRANADA,SYJ,ADMON. Y DIREC. DE EMPRESA + DERECHO,F. CC. SOCIALES (ME),5.000,5.000,5.000 -ONP NA,5.000,5.000
491502,GRANADA,SYJ,ANTROPOLOGIA SOCIAL Y CULTURAL,F. FILOSOFÍA Y LETRAS,6.728,5.000,6.838 -OPR NA,5.000,9.080
453001,GRANADA,AYH,ARQUEOLOGÍA,F. FILOSOFÍA Y LETRAS,7.158,5.000,6.883 -OPR NA,5.000,5.000
400501,GRANADA,IYA,ARQUITECTURA,E.T.S. ARQUITECTURA,7.850,5.000,5.000 -ONP NA,5.000,5.000
426006,GRANADA,AYH,BELLAS ARTES,F. BELLAS ARTES,8.622,5.000,6.140 -OPR AN,5.000,5.000
426502,GRANADA,C,BIOLOGÍA,F. CIENCIAS,10.229,5.000,7.190 -ONP NA,5.000,5.000
492001,GRANADA,C,BIOQUÍMICA,F. CIENCIAS,12.614,5.000,5.000 -ONP NA,5.000,5.000
426707,GRANADA,C,BIOTECNOLOGÍA,F. CIENCIAS,12.680,5.000,5.000 -ONP NA,5.000,5.000
492506,GRANADA,C,CIENCIA Y TECNOLOGÍA DE LOS ALIMENTOS,F. FARMACIA,9.350,5.000,5.710 -ONP AN,5.000,5.000
427001,GRANADA,C,CIENCIAS AMBIENTALES,F. CIENCIAS,6.334,5.000,5.000 -ONP NA,5.000,5.000
427506,GRANADA,SYJ,CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE,F. CIEN. ACTIV. FIS. DEP.,10.740,5.000,6.720 -OPR AN,5.000,5.000
427603,GRANADA,SYJ,CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE + PRIMARIA,F.EDUC. Y HUMAN.(MELILLA),7.987,5.000,5.000 -ONP NA,5.000,5.000
428704,GRANADA,SYJ,CIENCIAS POLIT. Y DE LA ADMON. + DERECHO,F. CIENC. POLT. Y SOCIO.,7.582,5.000,5.000 -ONP NA,5.000,5.000
428501,GRANADA,SYJ,CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN,F. CIENC. POLT. Y SOCIO.,6.112,5.000,5.000 -ONP NA,5.000,5.000
429007,GRANADA,SYJ,COMUNICACIÓN AUDIOVISUAL,F. BIBLIOTECONO. Y DOCUM.,9.954,5.000,6.350 -OPR AN,5.000,5.000
